ZINC_ID,SMILES,Highest_Similarity,Similar_To_Query
"ZINC000046120921","[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2062,"Darunavir"
"ZINC000016650622","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2143,"Darunavir"
"ZINC000028207189","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H]",0.2021,"Darunavir"
"ZINC000039985290","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2062,"Darunavir"
"ZINC000039985291","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2062,"Darunavir"
"ZINC000253430671","[H]Oc1c([H])c([H])c(C(F)(F)F)c([H])c1S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])O[H]",0.2093,"Tipranavir"
"ZINC000253430669","[H]Oc1c([H])c([H])c(C(F)(F)F)c([H])c1S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])O[H]",0.2093,"Tipranavir"
"ZINC000187154036","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])c1F",0.2118,"Tipranavir"
"ZINC000071871298","[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])Oc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000237692985","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c1F",0.2118,"Tipranavir"
"ZINC000003457872","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1N1C(=O)C([H])([H])[C@]([H])(C(=O)O)C1([H])[H]",0.2021,"Darunavir"
"ZINC000253430671","[H]OC([H])([H])[C@@]1([H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2O)C([H])([H])C([H])([H])C1([H])[H]",0.2262,"Tipranavir"
"ZINC000253430669","[H]OC([H])([H])[C@]1([H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2O)C([H])([H])C([H])([H])C1([H])[H]",0.2262,"Tipranavir"
"ZINC000003457874","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1N1C(=O)C([H])([H])[C@@]([H])(C(=O)O)C1([H])[H]",0.2021,"Darunavir"
"ZINC000003391894","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])[H]",0.2143,"Darunavir"
"ZINC000009134027","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@](N([H])C(=O)C3([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c([H])c1[H]",0.2184,"Saquinavir"
"ZINC000009134025","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@@](N([H])C(=O)C3([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c([H])c1[H]",0.2184,"Saquinavir"
"ZINC000187154036","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])[C@]([H])(C([H])([H])[H])C2([H])[H])c1F",0.2118,"Tipranavir"
"ZINC000072108397","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2208,"Tipranavir"
"ZINC000237692985","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c1F",0.2118,"Tipranavir"
"ZINC000004511240","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1F",0.2000,"Darunavir"
"ZINC000016648334","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2000,"Darunavir"
"ZINC000154173577","[H]c1c([H])c([C@]2([H])C(=O)N([H])C([H])([H])C([H])([H])N2S(=O)(=O)C2([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2099,"Tipranavir"
"ZINC000154173690","[H]c1c([H])c([C@@]2([H])C(=O)N([H])C([H])([H])C([H])([H])N2S(=O)(=O)C2([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2099,"Tipranavir"
"ZINC000025394054","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])N([H])C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2062,"Darunavir"
"ZINC000027551410","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c1F",0.2025,"Tipranavir"
"ZINC000069453767","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[H])C2([H])[H])c1F",0.2093,"Tipranavir"
"ZINC000075144291","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1F",0.2079,"Darunavir"
"ZINC000075144295","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1F",0.2079,"Darunavir"
"ZINC000000529037","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000000529040","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000004511237","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1F",0.2000,"Darunavir"
"ZINC000069453766","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@]([H])(C(=O)N([H])[H])C2([H])[H])c1F",0.2093,"Tipranavir"
"ZINC000019929576","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])[H]",0.2000,"Darunavir"
"ZINC000408608622","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]",0.2021,"Darunavir"
"ZINC000408607754","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H]",0.2065,"Darunavir"
"ZINC000028208302","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H]",0.2043,"Darunavir"
"ZINC000028207332","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000028207335","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000028208310","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2165,"Darunavir"
"ZINC000028208441","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H]",0.2043,"Darunavir"
"ZINC000357228869","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C1([H])C([H])([H])C1([H])[H]",0.2151,"Darunavir"
"ZINC000096415027","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])C([H])([H])[H])c(C#N)c([H])c1C(F)(F)F",0.2045,"Tipranavir"
"ZINC000091645915","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@]3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])C3([H])[H])c([H])c([H])c1C(F)(F)F",0.2195,"Tipranavir"
"ZINC000091645915","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C3([H])[H])c([H])c([H])c1C(F)(F)F",0.2143,"Tipranavir"
"ZINC000013267702","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2099,"Tipranavir"
"ZINC000000378813","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(C(=O)O)C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2208,"Tipranavir"
"ZINC000013267704","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2099,"Tipranavir"
"ZINC000035397954","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c1Cl",0.2000,"Tipranavir"
"ZINC000009691490","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)[C@@]1([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2143,"Tipranavir"
"ZINC000009691489","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)[C@]1([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2143,"Tipranavir"
"ZINC000004122313","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000000079959","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000042036370","[H]c1c(C(F)(F)F)c([H])n2c([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])nnc2c1[H]",0.2000,"Tipranavir"
"ZINC000042036368","[H]c1c(C(F)(F)F)c([H])n2c([C@]3([H])C([H])([H])N(C(=O)C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])nnc2c1[H]",0.2000,"Tipranavir"
"ZINC000002878041","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000016647544","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2021,"Darunavir"
"ZINC000016651369","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H]",0.2088,"Darunavir"
"ZINC000091645915","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C3([H])[H])c([H])c([H])c1C(F)(F)F",0.2143,"Tipranavir"
"ZINC000095370234","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])([N+]([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2093,"Tipranavir"
"ZINC000112511463","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])([C@@]([H])(C([H])([H])[H])[N+]([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000112511457","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])([C@]([H])(C([H])([H])[H])[N+]([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000112511459","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])([C@@]([H])(C([H])([H])[H])[N+]([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000112511461","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])[N+]([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000408609488","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]",0.2128,"Darunavir"
"ZINC000020901435","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]",0.2043,"Darunavir"
"ZINC000028208416","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2021,"Darunavir"
"ZINC000028208414","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2021,"Darunavir"
"ZINC000408609486","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]",0.2128,"Darunavir"
"ZINC000020781431","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@]1([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2024,"Tipranavir"
"ZINC000020781428","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@@]1([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2024,"Tipranavir"
"ZINC000012438635","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@@]1([H])C([H])([H])N(C(=O)C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2045,"Tipranavir"
"ZINC000012438637","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@]1([H])C([H])([H])N(C(=O)C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2045,"Tipranavir"
"ZINC000651783070","[H]OC1(C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]",0.2024,"Tipranavir"
"ZINC000426722728","[H]c1c([H])c(C([H])([H])N([H])C(=O)N2C([H])([H])[C@@]3([H])[C@@]([H])(C2([H])[H])[C@]3([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(F)(F)F",0.2022,"Tipranavir"
"ZINC000027338567","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]",0.2151,"Darunavir"
"ZINC000027338565","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]",0.2151,"Darunavir"
"ZINC000096121979","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)N1C([H])([H])C([H])(S(=O)(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]",0.2143,"Tipranavir"
"ZINC000096446586","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C2([H])[H])c1C([H])([H])[H]",0.2024,"Tipranavir"
"ZINC000096479550","[H]c1c([H])c([C@]([H])(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000096479546","[H]c1c([H])c([C@]([H])(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000096479544","[H]c1c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000096479548","[H]c1c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O)C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000064943775","[H]c1c([H])c(C([H])([H])N(C2([H])C([H])([H])C2([H])[H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(F)(F)F",0.2024,"Tipranavir"
"ZINC000085423431","[H]c1c([H])c(C(F)(F)F)c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C(F)(F)F",0.2055,"Tipranavir"
"ZINC000029789750","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])[H])C2([H])[H])c1[H]",0.2093,"Tipranavir"
"ZINC000029789748","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])[H])C2([H])[H])c1[H]",0.2093,"Tipranavir"
"ZINC000012897452","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C(=O)N([H])C1([H])C([H])([H])C1([H])[H]",0.2000,"Darunavir"
"ZINC000016651886","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)N([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2019,"Darunavir"
"ZINC000237440759","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[N+]([H])([C@@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2169,"Tipranavir"
"ZINC000237507918","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[N+]([H])([C@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2169,"Tipranavir"
"ZINC000237440759","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2222,"Tipranavir"
"ZINC000237507918","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2222,"Tipranavir"
"ZINC000008699061","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C(=O)O)C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2025,"Tipranavir"
"ZINC000237441142","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]",0.2000,"Tipranavir"
"ZINC000237508180","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@]([H])(C(=O)O)C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]",0.2000,"Tipranavir"
"ZINC000024685909","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])C([H])([H])[H])c1[H]",0.2022,"Tipranavir"
"ZINC000024686437","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])[H])c([H])c([H])c1C(F)(F)F",0.2235,"Tipranavir"
"ZINC000024685905","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])[H])c1[H]",0.2022,"Tipranavir"
"ZINC000024712242","[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c1[H]",0.2069,"Tipranavir"
"ZINC000012650369","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]",0.2059,"Darunavir"
"ZINC000004452616","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N2C(=O)N([H])[C@](N([H])C(=O)C3([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c([H])c1[H]",0.2135,"Saquinavir"
"ZINC000004454906","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]",0.2039,"Darunavir"
"ZINC000005060805","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])[H]",0.2039,"Darunavir"
"ZINC000245039133","[H]c1nc(N([H])C2([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C2([H])[H])nc([H])c1[H]",0.2073,"Tipranavir"
"ZINC000096025321","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@@]([H])(S(=O)(=O)C([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2125,"Tipranavir"
"ZINC000048142393","[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C@]([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000048142396","[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C@@]([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2069,"Tipranavir"
"ZINC000096098240","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2179,"Tipranavir"
"ZINC000004454904","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]",0.2039,"Darunavir"
